file_a,file_b,cochange_count
evaluation/miniwob/README.md,evaluation/webarena/README.md,6
frontend/src/components/modals/settings/SettingsForm.test.tsx,frontend/src/services/session.test.ts,6
frontend/src/components/modals/settings/SettingsForm.tsx,frontend/src/services/session.test.ts,6
agenthub/codeact_agent/codeact_agent.py,pyproject.toml,6
Makefile,README.md,6
agenthub/__init__.py,agenthub/codeact_agent/__init__.py,6
agenthub/browsing_agent/browsing_agent.py,agenthub/planner_agent/agent.py,6
agenthub/codeact_agent/codeact_agent.py,opendevin/controller/agent.py,6
agenthub/planner_agent/agent.py,opendevin/controller/agent.py,6
agenthub/codeact_agent/codeact_agent.py,agenthub/delegator_agent/agent.py,6
agenthub/codeact_agent/codeact_agent.py,agenthub/dummy_agent/agent.py,6
agenthub/codeact_agent/codeact_agent.py,opendevin/server/session/agent.py,6
agenthub/codeact_agent/codeact_agent.py,tests/unit/test_micro_agents.py,6
agenthub/codeact_swe_agent/codeact_swe_agent.py,opendevin/controller/agent_controller.py,6
agenthub/codeact_swe_agent/codeact_swe_agent.py,opendevin/core/config.py,6
agenthub/codeact_swe_agent/codeact_swe_agent.py,opendevin/core/main.py,6
agenthub/codeact_swe_agent/codeact_swe_agent.py,opendevin/server/session/agent.py,6
agenthub/delegator_agent/agent.py,agenthub/dummy_agent/agent.py,6
agenthub/delegator_agent/agent.py,opendevin/controller/agent_controller.py,6
agenthub/dummy_agent/agent.py,agenthub/micro/agent.py,6
agenthub/dummy_agent/agent.py,opendevin/controller/agent_controller.py,6
agenthub/planner_agent/agent.py,opendevin/core/main.py,6
opendevin/core/main.py,tests/unit/test_micro_agents.py,6
opendevin/server/session/agent.py,opendevin/server/session/session.py,6
opendevin/controller/agent_controller.py,opendevin/server/session/manager.py,6
.github/workflows/dummy-agent-test.yml,.github/workflows/run-unit-tests.yml,6
.github/workflows/ghcr.yml,.github/workflows/run-unit-tests.yml,6
opendevin/core/main.py,opendevin/llm/llm.py,6
frontend/src/App.tsx,frontend/src/components/modals/settings/SettingsModal.test.tsx,6
frontend/src/App.tsx,frontend/src/services/actions.ts,6
opendevin/events/action/action.py,opendevin/events/action/commands.py,6
opendevin/events/stream.py,opendevin/server/session/session.py,6
opendevin/runtime/e2b/sandbox.py,opendevin/runtime/sandbox.py,6
evaluation/EDA/run_infer.py,opendevin/core/config.py,6
evaluation/agent_bench/run_infer.py,opendevin/core/config.py,6
evaluation/gaia/run_infer.py,opendevin/core/config.py,6
evaluation/toolqa/run_infer.py,opendevin/core/config.py,6
evaluation/webarena/run_infer.py,opendevin/core/config.py,6
opendevin/core/config.py,opendevin/runtime/utils/runtime_build.py,6
opendevin/core/config.py,tests/unit/test_runtime.py,6
opendevin/core/config.py,opendevin/runtime/client/client.py,6
docs/src/components/CustomFooter.tsx,docs/src/pages/faq.tsx,6
Makefile,opendevin/core/config.py,6
opendevin/core/main.py,opendevin/server/listen.py,6
opendevin/runtime/client/client.py,opendevin/runtime/docker/ssh_box.py,6
opendevin/runtime/runtime.py,opendevin/server/listen.py,6
opendevin/runtime/server/runtime.py,opendevin/server/session/agent.py,6
.gitignore,opendevin/core/config.py,6
evaluation/agent_bench/README.md,evaluation/swe_bench/README.md,6
evaluation/swe_bench/scripts/run_infer.sh,evaluation/swe_bench/swe_env_box.py,6
opendevin/core/config.py,pyproject.toml,6
opendevin/core/main.py,pyproject.toml,6
opendevin/core/main.py,tests/unit/test_event_stream.py,6
opendevin/events/stream.py,tests/unit/test_event_stream.py,6
opendevin/runtime/runtime.py,tests/unit/test_event_stream.py,6
opendevin/events/action/commands.py,tests/unit/test_action_serialization.py,6
opendevin/runtime/docker/ssh_box.py,opendevin/runtime/plugins/mixin.py,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActAgent/test_edits/prompt_004.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActAgent/test_edits/prompt_004.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_004.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_005.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_edits/prompt_005.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython/prompt_003.log,tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
tests/integration/mock/CodeActAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_004.log,6
opendevin/runtime/runtime.py,tests/unit/test_sandbox.py,6
opendevin/runtime/server/runtime.py,tests/unit/test_ipython.py,6
tests/unit/test_runtime.py,tests/unit/test_sandbox.py,6
opendevin/controller/state/state.py,opendevin/server/listen.py,6
opendevin/runtime/runtime.py,opendevin/server/session/session.py,6
opendevin/server/listen.py,opendevin/server/session/manager.py,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActAgent/test_browse_internet/prompt_001.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActAgent/test_browse_internet/prompt_005.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_001.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_002.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_edits/prompt_003.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_001.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_ipython/prompt_002.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_001.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_002.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_ipython_module/prompt_003.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_001.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_002.log,6
opendevin/runtime/plugins/agent_skills/agentskills.py,tests/integration/mock/CodeActSWEAgent/test_write_simple_script/prompt_003.log,6
agenthub/monologue_agent/agent.py,tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_006.log,6
agenthub/monologue_agent/utils/prompts.py,tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_006.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_001.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_003.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_001.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_004.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_001.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_003.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_002.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_004.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_003.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_001.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_003.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_003.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_003.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_004.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_004.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_002.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_004.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_004.log,6
tests/integration/mock/MonologueAgent/test_write_simple_script/prompt_005.log,tests/integration/mock/MonologueAgent/test_write_simple_script/response_002.log,6
